S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
5739,Maruti Swift Dzire VDi,Dodoma,2034,76126,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,6.6
5740,BMW X5 xDrive 30d M Sport,Lilongwe,2037,21000,Diesel,Automatic,Second,15.97 kmpl,2993 CC,258 bhp,5,,55
5741,Audi A6 2011-2015 2.0 TDI Premium Plus,Maputo,2033,85000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,21
5742,Maruti Baleno Delta 1.2,Arusha,2037,27000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,4.5
5743,Hyundai Santa Fe 4WD AT,Harare,2036,45794,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,,20.67
5744,Chevrolet Cruze LTZ AT,Dodoma,2033,57352,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,5,,6.5
5745,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Harare,2038,41467,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,,37.98
5746,Hyundai Santro Xing GLS,Johannesburg,2029,42000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,1.45
5747,Maruti Wagon R LXI CNG,Nairobi,2034,62549,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,,2.95
5748,Maruti Ciaz VDi Plus SHVS,Dodoma,2035,67048,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.9
5749,Honda City i-VTEC V,Gaborone,2038,11732,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.88 River,10.07
5750,Nissan Terrano XL Plus ICC WT20 SE,Johannesburg,2036,37000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,6.5
5751,BMW 3 Series 320d Prestige,Dodoma,2035,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,22
5752,Honda City i DTEC V,Dodoma,2036,53000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,9.75
5753,Nissan Terrano XL Plus 85 PS,Arusha,2034,60000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,6
5754,Hyundai Grand i10 CRDi Sportz,Nairobi,2034,65000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.99
5755,Hyundai Santro Xing XL eRLX Euro III,Durban,2028,51000,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,1.75
5756,Toyota Fortuner 4x2 AT,Nairobi,2035,92000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,19.75
5757,Toyota Innova Crysta 2.4 VX MT,Lusaka,2037,31000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,21.36 River,16.95
5758,Maruti Baleno Zeta 1.2,Lilongwe,2037,43917,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.8
5759,Hyundai Santro Xing XL eRLX Euro III,Lusaka,2027,46707,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,0.99
5760,Hyundai i10 Sportz 1.1L,Maputo,2033,84000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.95
5761,Audi Q7 3.0 TDI Quattro Premium Plus,Harare,2035,55662,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,42.83
5762,Volvo S60 D4 Momentum,Dodoma,2034,51000,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5,45.67 River,21.5
5763,Honda City i VTEC V,Arusha,2035,24398,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,,7.9
5764,Maruti Alto K10 2010-2014 VXI,Dodoma,2031,78000,Petrol,Manual,Second,20.92 kmpl,998 CC,67.1 bhp,5,,2.3
5765,Honda Brio 1.2 S Option MT,Nairobi,2032,40315,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,5.92 River,2.75
5766,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Arusha,2031,83000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.71
5767,Renault Duster 110PS Diesel RxL AMT,Gaborone,2037,58151,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,,9.6
5768,Hyundai Creta 1.6 CRDi SX,Gaborone,2037,30519,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,12.81
5769,Tata Tiago 1.2 Revotron XZ,Harare,2039,20712,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,6.59 River,6.94
5770,Mahindra XUV500 W6 2WD,Johannesburg,2035,48000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,9.45
5771,Volkswagen Vento 1.5 TDI Highline,Dodoma,2035,85000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,,6
5772,Mercedes-Benz B Class B180,Nairobi,2033,32000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,,11
5773,Maruti SX4 Vxi BSIV,Nairobi,2031,52000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,2.6
5774,Hyundai Getz GLE,Dodoma,2027,58307,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5,,1.95
5775,BMW 6 Series Gran Coupe,Johannesburg,2033,30000,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4,,45
5776,Audi A4 2.0 TDI 177 Bhp Premium Plus,Lilongwe,2034,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,22
5777,Hyundai i20 Asta Option 1.2,Lusaka,2035,36000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,4.9
5778,Nissan Terrano XL D Option,Gaborone,2035,58817,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,5,15.06 River,6.25
5779,Volkswagen Vento Konekt Diesel Highline,Lilongwe,2033,55000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,,6.1
5780,Hyundai i10 Sportz,Johannesburg,2031,39000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.6
5781,Lamborghini Gallardo Coupe,Nairobi,2031,6500,Petrol,Automatic,Third,6.4 kmpl,5204 CC,560 bhp,2,,120
5782,Jaguar XF 3.0 Litre S Premium Luxury,Dodoma,2032,35000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,29
5783,Maruti Swift Dzire VXi,Maputo,2030,49900,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,3.3
5784,Tata Indica Vista Quadrajet VX,Dodoma,2033,99500,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5,,3.05
5785,Hyundai i20 Asta 1.4 CRDi,Lusaka,2032,33249,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5,,3.25
5786,Hyundai Xcent 1.2 Kappa S Option,Nairobi,2034,52000,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,,3.75
5787,Toyota Innova 2.5 VX (Diesel) 7 Seater,Johannesburg,2035,45000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,,13.25
5788,Tata Tiago 1.2 Revotron XZ,Dodoma,2037,22000,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,6.42 River,4.8
5789,Renault KWID RXL,Gaborone,2039,7858,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.04 River,3.8
5790,Toyota Innova 2.5 V Diesel 7-seater,Maputo,2031,112000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,,8.5
5791,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Harare,2036,41082,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,,38.76
5792,Honda City 1.5 S AT,Durban,2029,72000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.4 bhp,5,,3.2
5793,Hyundai i10 Sportz 1.2,Dodoma,2031,84912,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.5
5794,Hyundai Creta 1.6 CRDi SX Option,Maputo,2035,70000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,12.25
5795,Honda Amaze VX Petrol,Johannesburg,2034,21000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5,8.99 River,4.75
5796,Volkswagen Polo 1.2 MPI Trendline,Nairobi,2036,27000,Petrol,Manual,First,18.78 kmpl,999 CC,74 bhp,5,,4.5
5797,Hyundai i10 Magna 1.2,Lusaka,2032,29000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.35
5798,Renault Pulse RxL,Dodoma,2034,48425,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5,,3.4
5799,Volkswagen Vento 1.5 TDI Highline AT,Maputo,2036,19000,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,15.68 River,10
5800,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Dodoma,2032,210000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,,9
5801,Toyota Corolla Altis G,Nairobi,2033,64000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,,5.2
5802,Hyundai Verna CRDi,Lilongwe,2026,200000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,5,,1.85
5803,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Lilongwe,2033,100000,Diesel,Automatic,Second,11.3 kmpl,2987 CC,254.8 bhp,7,,38
5804,Renault Duster 85PS Diesel RxL Optional,Gaborone,2033,69140,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,,5.11
5805,Skoda Rapid 1.6 MPI Ambition,Harare,2039,21214,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5,12.44 River,9.66
5806,Hyundai i10 Sportz 1.2,Lusaka,2035,28000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.4
5807,Mahindra KUV 100 mFALCON G80 K8,Gaborone,2037,29085,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,,5.84
5808,Maruti Celerio VXI AMT,Lusaka,2036,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,5.77 River,3.8
5809,Maruti A-Star AT VXI,Johannesburg,2032,32910,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5,,2.5
5810,Honda City i DTEC VX,Lusaka,2035,30000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,,6.95
5811,Skoda Superb 1.8 TSI,Maputo,2030,35102,Petrol,Automatic,First,12.6 kmpl,1798 CC,161.6 bhp,5,,5.5
5812,Hyundai Grand i10 Sportz,Harare,2037,22831,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,6.19
5813,Renault Duster 85PS Diesel RxL,Dodoma,2033,74911,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,6
5814,Hyundai Grand i10 Magna,Maputo,2035,21000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.75
5815,Ford EcoSport 1.5 TDCi Titanium,Gaborone,2038,37160,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,9.46
5816,Nissan Sunny 2011-2014 XL,Arusha,2031,41000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5,,3
5817,Ford Figo Aspire 1.5 TDCi Titanium,Lilongwe,2036,37294,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.75
5818,Honda Civic 2006-2010 1.8 V MT,Harare,2029,56927,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,,4.41
5819,Renault KWID RXT Optional,Gaborone,2037,21954,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.78 River,3.7
5820,Honda Brio EX MT,Lusaka,2034,50000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,,2.5
5821,Maruti Swift ZXI ABS,Harare,2032,78212,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,5.35
5822,Hyundai i20 Magna Optional 1.4 CRDi,Nairobi,2033,64500,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,3.65
5823,Skoda Superb Elegance 2.0 TDI CR AT,Nairobi,2034,51000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.03 bhp,5,,13
5824,Maruti Wagon R LXI BSII,Nairobi,2032,52000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.45
5825,Volkswagen Vento 1.5 TDI Highline AT,Johannesburg,2035,120000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5,,5.75
5826,Honda City i DTEC S,Harare,2037,65792,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,8.11
5827,Hyundai i20 1.4 Sportz,Durban,2038,30000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,7.75
5828,Nissan Micra XV CVT,Harare,2037,54387,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5,9.51 River,5.85
5829,Renault KWID RXT Optional,Johannesburg,2038,1617,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.78 River,4.29
5830,Honda City i-DTEC SV,Dodoma,2035,82000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,13.33 River,8
5831,Toyota Innova Crysta 2.4 G MT 8S,Johannesburg,2037,20000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,,16.5
5832,Maruti Baleno Alpha 1.3,Arusha,2035,98000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,5.5
5833,Ford EcoSport 1.5 TDCi Trend,Nairobi,2035,57000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,6.35
5834,Toyota Innova 2.5 G (Diesel) 8 Seater,Arusha,2033,250000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,8,,7.9
5835,Ford Ecosport 1.5 DV5 MT Ambiente,Dodoma,2034,56549,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,7.2
5836,Volkswagen Polo Diesel Comfortline 1.2L,Kigali,2032,78500,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.65
5837,Hyundai i20 Sportz 1.4 CRDi,Gaborone,2036,55036,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.35
5838,Renault Duster 85PS Diesel RxL Explore,Maputo,2036,55000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,7.8
5839,Ford Ikon 1.3 Flair,Lilongwe,2027,90000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5,,1.4
5840,Ford Endeavour XLT TDCi 4X2,Lilongwe,2027,155000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7,,5.5
5841,Maruti Baleno Delta 1.3,Dodoma,2038,17810,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,8.5
5842,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Gaborone,2031,42408,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,,10.48
5843,Maruti Esteem Vxi - BSIII,Durban,2025,81000,Petrol,Manual,Second,15.9 kmpl,1298 CC,85 bhp,5,,0.75
5844,Tata Indigo XL Grand Petrol,Maputo,2028,52000,Petrol,Manual,Second,12.85 kmpl,1396 CC,99.6 bhp,5,,1.3
5845,BMW 5 Series 525d Sedan,Johannesburg,2033,35000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5,,21
5846,Hyundai Santro Xing GL Plus,Nairobi,2033,60000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,2.3
5847,Skoda Octavia 2.0 TDI AT Style Plus,Johannesburg,2035,27000,Diesel,Automatic,First,19.5 kmpl,1968 CC,141 bhp,5,,14.95
5848,Audi A6 2011-2015 35 TDI Technology,Harare,2037,55975,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5,,35.92
5849,Ford Figo 1.5D Trend MT,Maputo,2036,115000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,4.5
5850,Mahindra Xylo D4 BS III,Dodoma,2036,132000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,,5.5
5851,Maruti Celerio ZXI AT,Johannesburg,2035,40337,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.45
5852,Toyota Innova 2.5 G4 Diesel 8-seater,Lilongwe,2028,192000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,6.85
5853,Hyundai Grand i10 CRDi Asta,Kigali,2036,50000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.5
5854,Hyundai Grand i10 1.2 Kappa Sportz,Gaborone,2036,28147,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.62 River,5.07
5855,Hyundai Grand i10 Sportz,Johannesburg,2035,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.85
5856,Hyundai Elite i20 Petrol Asta,Lilongwe,2036,11000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,7.95
5857,Maruti Zen Estilo LXI BSIII,Arusha,2029,63000,Petrol,Manual,Second,18.2 kmpl,998 CC,67.1 bhp,5,,1.25
5858,Maruti Alto K10 2010-2014 VXI,Gaborone,2034,36967,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,3.64
5859,Toyota Fortuner 4x2 Manual,Arusha,2036,73053,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,,20
5860,Mahindra Thar CRDe AC,Harare,2039,16392,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6,,10.36
5861,Hyundai Santro Xing XO,Lilongwe,2027,79000,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,1.85
5862,Toyota Etios G,Arusha,2033,67000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5,,4.05
5863,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Johannesburg,2035,48600,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,,48.5
5864,Renault Duster 110PS Diesel RxZ,Kigali,2034,70000,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5,15.01 River,8.25
5865,Maruti Swift VDI,Maputo,2034,84000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.25
5866,Volkswagen Vento Magnific 1.6 Comfortline,Johannesburg,2033,49106,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,,4.4
5867,Skoda Superb L&K 2.0 TDI AT,Johannesburg,2037,35000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,40.73 River,25.75
5868,BMW 3 Series 330d Convertible,Gaborone,2034,51240,Diesel,Automatic,First,8.2 kmpl,2993 CC,245 bhp,4,,29.52
5869,Maruti Wagon R VXI BS IV,Lusaka,2031,37000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,2.1
5870,Renault KWID RXT,Gaborone,2037,32587,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,3.71
5871,Ford Endeavour 4x2 XLT Limited Edition,Maputo,2029,180000,Diesel,Manual,First,10.9 kmpl,2499 CC,143 bhp,7,,7.5
5872,Maruti Vitara Brezza ZDi Plus Dual Tone,Gaborone,2037,21248,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.75 River,9.44
5873,Hyundai Santro Xing XO eRLX Euro II,Maputo,2026,47200,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5,,1.2
5874,Mercedes-Benz E-Class 200 Kompressor Elegance,Nairobi,2034,40000,Petrol,Automatic,First,10.5 kmpl,1796 CC,157.7 bhp,5,,24
5875,Mercedes-Benz C-Class Progressive C 220d,Durban,2039,4000,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,5,49.14 River,35
5876,Maruti Ertiga VXI CNG,Johannesburg,2037,23700,CNG,Manual,First,17.5 km/kg,1373 CC,80.46 bhp,7,,8.25
5877,Audi A4 2.0 TDI Celebration Edition,Nairobi,2031,57000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5,,9.75
5878,Hyundai Grand i10 Asta,Lusaka,2034,37000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.45
5879,Mitsubishi Pajero Sport 4X4,Arusha,2034,70000,Diesel,Manual,Second,13.5 kmpl,2477 CC,175.56 bhp,7,33.21 River,11.85
5880,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Harare,2032,92469,Diesel,Automatic,Second,19.71 kmpl,2143 CC,201.15 bhp,5,,16.14
5881,Maruti Wagon R LXI CNG,Maputo,2035,55000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,,3.7
5882,Maruti Alto K10 VXI AGS,Durban,2037,20000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,4
5883,Hyundai i20 Sportz 1.2,Nairobi,2035,42000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,,5.8
5884,Maruti Swift Dzire VDI,Lusaka,2034,28000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.65
5885,Mercedes-Benz R-Class R350 4Matic Long,Maputo,2030,93000,Petrol,Automatic,Second,11.8 kmpl,3498 CC,272 bhp,7,,15
5886,Ford EcoSport 1.5 Ti VCT AT Titanium,Johannesburg,2035,23000,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5,,6.8
5887,Honda City i DTEC VX Option,Kigali,2036,36000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,,10.25
5888,Maruti Alto K10 2010-2014 VXI,Lilongwe,2034,52000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.7
5889,Maruti Ertiga ZDI,Dodoma,2035,59245,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.5
5890,Hyundai i20 Diesel Asta Option,Maputo,2038,31000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,7.75
5891,Tata Indigo CS eGLX BS IV,Maputo,2035,83000,Petrol,Manual,First,15.64 kmpl,1193 CC,64.08 bhp,5,,2.7
5892,Maruti Alto Std,Dodoma,2024,81500,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,1.3
5893,Maruti Estilo LXI,Lilongwe,2028,51000,Petrol,Manual,Second,19.5 kmpl,1061 CC,null bhp,,,1.75
5894,Hyundai Creta 1.6 SX,Dodoma,2038,9900,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,14.72 River,13.2
5895,Maruti Wagon R LX,Maputo,2024,94000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1
5896,Toyota Etios V,Gaborone,2037,27100,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,,6.37
5897,Toyota Etios V,Lusaka,2035,12000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,,4.5
5898,Renault Duster 110PS Diesel RXZ Optional with Nav,Johannesburg,2033,29000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,6.5
5899,Maruti Swift Dzire Vdi BSIV,Johannesburg,2033,65000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,4.99
5900,Mercedes-Benz GLC 220,Harare,2037,50794,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,,43.3
5901,Ford Ecosport 1.5 DV5 MT Titanium Optional,Johannesburg,2034,59000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,6.5
5902,Maruti Wagon R LXI CNG,Johannesburg,2032,72000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,2.25
5903,Maruti Ciaz 1.4 AT Alpha,Dodoma,2037,15234,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,9.95
5904,Ford Ecosport 1.5 DV5 MT Titanium,Johannesburg,2035,44000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,7.35
5905,Tata Zest Quadrajet 1.3 75PS XE,Dodoma,2036,125000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,8.09 River,4.6
5906,Ford Endeavour 3.0L 4X4 AT,Lilongwe,2031,100000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7,,8.5
5907,Renault Duster 110PS Diesel RxZ AMT,Harare,2037,34686,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,15.05 River,11.86
5908,Nissan X-Trail SLX MT,Maputo,2031,98000,Diesel,Manual,First,14.42 kmpl,1995 CC,147.6 bhp,5,,8
5909,Toyota Fortuner 4x4 AT,Nairobi,2035,90000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,21.5
5910,Chevrolet Aveo U-VA 1.2 LS,Maputo,2027,81000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,,1.3
5911,Skoda Rapid 1.6 TDI Ambition,Lilongwe,2032,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,,5.9
5912,Mahindra XUV500 W8 4WD,Kigali,2033,52910,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,,9.5
5913,Maruti Swift Dzire ZDi,Lilongwe,2030,100000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,4.5
5914,Skoda Octavia Elegance 1.9 TDI,Dodoma,2023,132000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5,,2.25
5915,Chevrolet Enjoy Petrol LS 7 Seater,Johannesburg,2034,18000,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,7,,3.35
5916,Hyundai Accent GLE,Lusaka,2025,50000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,,0.7
5917,Mercedes-Benz New C-Class C 200 CGI,Kigali,2032,33000,Petrol,Automatic,First,14.74 kmpl,1991 CC,184 bhp,5,,16
5918,Renault Duster 85PS Diesel RxE,Maputo,2034,30000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,8
5919,Jaguar F Type 5.0 V8 S,Dodoma,2035,8000,Petrol,Automatic,First,12.5 kmpl,5000 CC,488.1 bhp,2,,100
5920,Hyundai Verna 1.6 SX,Gaborone,2032,58646,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,4.74
5921,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Johannesburg,2036,21000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,,36
5922,Volkswagen Vento Petrol Highline,Gaborone,2035,57026,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,,5.54
5923,Skoda Superb Style 2.0 TDI AT,Johannesburg,2037,42000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,36.94 River,22.99
5924,Mahindra Scorpio 1.99 S4 Plus,Gaborone,2037,26741,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,,10.08
